fold,input_mode,video_id,question,choices,task,gold_label,pred_label,pred_confidence,acc112,acc224,routed_acc
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,Did I leave the door open,"[""yes"", ""no"", ""cannot be determined"", ""not sure""]",state,tie,route_112,0.7184186936458734,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,How many bicycles were parked in front of the building,"[""two"", ""five"", ""zero"", ""one""]",count,route_224,route_224,0.6490169713024732,0.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,How many cans did I remove from the bag,"[""two"", ""zero"", ""one"", ""three""]",count,tie,tie,0.5498123624665762,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,In what location did I saw the traffic signs,"[""on the another shelf"", ""on the wooden plank"", ""on the cpu"", ""at the right lane""]",location,tie,tie,0.5050631646603334,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,In what location did I saw the white door opened?,"[""on his back"", ""in front of lawn mower"", ""on the left hand"", ""hes wearing the globe hand""]",location,tie,route_224,0.6376405502661113,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,What did I put in the white hanger,"[""at the wardrobe"", ""pack"", ""riding"", ""corne""]",event_understanding,tie,route_224,0.6636469063107844,0.0,0.0,0.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,What id I put in the basket,"[""six times"", ""red and white"", ""music room"", ""clothes""]",event_understanding,tie,route_224,0.5550555454912457,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,What is the color of the bag I opened,"[""green"", ""love"", ""eggs"", ""drainer""]",event_understanding,tie,route_224,0.625190289990401,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,Where was the phone before I picked it,"[""at the door of fridge"", ""at the kitchen"", ""on the left side of the work bench"", ""on the pliers""]",state_tracking,route_224,route_224,0.6141962012738766,0.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,what did I put in the plastic jerrycan?,"[""on the table"", ""refrigerator"", ""a sauce"", ""top of reef""]",event_understanding,tie,tie,0.512639070751729,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where did I put laundry basket?,"[""inside the badminton court"", ""on  cabinet top"", ""at the bar counter"", ""on the table""]",location,route_224,route_224,0.6087179595630219,0.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where was my book?,"[""side the sink"", ""on the engine"", ""on the saw table"", ""on the basket""]",location,tie,tie,0.5315938929812599,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where was my mobile phone?,"[""at the sink corner"", ""kitchen cabinet"", ""in the right side of the parking area"", ""on the left side of the lawn mower table""]",location,route_224,route_224,0.584914212551452,0.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where was my motorbike parked,"[""at dvd player"", ""in a fridge"", ""at the sprocket"", ""on the around""]",location,tie,route_224,0.7464919040638792,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where was my motorcycle parked,"[""in front of the house"", ""in the dining table"", ""on the store"", ""on the work bench""]",location,tie,route_224,0.631261907953018,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where was my white jacket,"[""in a empty tray"", ""on the wardrobe"", ""at the back of the girl"", ""on rhe table""]",location,tie,route_224,0.626466163083222,1.0,1.0,1.0
1,question_choices,026ae982-2b68-497e-9a13-352f4136cdad,where was the phone after I used it,"[""on the hands"", ""on the right side of the room near the window"", ""at the hand"", ""at the fridge""]",location,tie,tie,0.5269879184450004,0.0,0.0,0.0
1,question_choices,029cd34d-0672-4242-821a-de7495597b3c,How many onions did I slice?,"[""three"", ""one"", ""five"", ""four""]",count,tie,route_224,0.7414339801069768,1.0,1.0,1.0
1,question_choices,029cd34d-0672-4242-821a-de7495597b3c,What did I pour in the frying pan?,"[""brake pad"", ""lentils"", ""the woman in with curly hair"", ""stay awake""]",event_understanding,tie,route_224,0.7983659496005807,1.0,1.0,1.0
1,question_choices,029cd34d-0672-4242-821a-de7495597b3c,Where were the tomatoes before I picked them?,"[""on the floor"", ""on their hand"", ""on the water"", ""in the basin""]",state_tracking,tie,tie,0.5139501005441778,0.0,0.0,0.0
